user_id,birthyear,weight,height,country,platform
d5dfdd9f-852f-4729-bd7c-176aa9dac70d,1985.0,60.0,161.0,United States,iOS
4aeafd1c-9b60-4910-8faf-36199bb95635,,,,United States,iOS
7e7a308e-2c89-415a-99a0-04b708f1c70a,2002.0,52.0,164.0,United States,iOS
d07b32de-15f2-4032-8e43-dab1fdbb9d14,1997.0,48.0,150.0,United Kingdom,iOS
719c9294-9927-472f-9e59-96036120d0e9,2004.0,,,France,iOS
78c6802f-19c2-4a4b-8233-37c3b92194ad,1996.0,66.0,159.0,United Kingdom,iOS
54625962-5f2a-40ce-9991-452d398da76c,1988.0,47.0,173.0,Canada,iOS
e770d267-f49c-49a3-9db8-7eae4ba0596f,,,,United Kingdom,iOS
95113d50-88b6-4c9b-a35e-e9a8aaa1d9db,2001.0,,173.0,Argentina,iOS
670ba41b-3eac-40e3-92c8-6d0e3c613cea,1997.0,71.0,161.0,Australia,iOS
2a97135b-c390-449c-af84-f0a1eb67c000,1983.0,47.0,161.0,Brazil,iOS
7227f368-1208-49f8-b021-32b8a9a00e3c,1986.0,,,United States,iOS
6798ab6c-1d68-4a83-8b7e-3c6938d2ecd1,2001.0,57.0,154.0,United States,iOS
6c7d95de-d13f-4d75-9416-d6b1a3ffbf8b,1995.0,,,Mexico,iOS
3d8fae04-9e3a-4f89-82d7-6cae6b92402c,1999.0,80.0,156.0,Puerto Rico,iOS
b1066d3d-ac28-4252-9f5e-0a63f6b3a9b5,1989.0,,,Mexico,Android
4b626131-9ad5-44bc-b49b-ed5169e72823,1999.0,60.0,172.0,Germany,Android
0204567d-f9dc-4b62-a9f1-268dc9175456,,,,Spain,iOS
338c8a85-88d4-4cd0-bb42-a843aa8a5ad1,2000.0,54.0,157.0,Australia,iOS
1bbeeb14-b98a-4c8b-9818-ffdf7116e35b,,,,United States,iOS
bbf627dc-bc00-46cb-85fb-76a706296518,1996.0,,,Guatemala,iOS
e2efc327-fef1-42ce-b495-6fb9cc146d98,1990.0,60.0,154.0,Ecuador,iOS
5a282ccb-c98d-47a6-ba47-9e494c2c026e,2000.0,69.0,154.0,United States,iOS
4cdb17da-7de9-4c55-b949-6db0531c9662,1998.0,,181.0,United Kingdom,iOS
833c60d9-31ae-40b2-ab0d-1d2a7542c2ab,1989.0,77.0,161.0,Brazil,iOS
7fb023a4-b55d-42e4-89bf-7307fa905423,1984.0,47.0,163.0,Japan,Android
47ec0c01-fce6-40b6-a93c-a7b0cd707a75,1993.0,,,Iran,iOS
1aed531c-3647-4154-8099-c0eb82700a52,1982.0,75.0,171.0,Canada,Android
cad5b47b-ce3a-4f04-9cc9-296671e70bd2,1995.0,,,France,iOS
a4513a03-d389-4231-ae49-3eabd3091271,1997.0,52.0,166.0,United States,iOS
f2359a75-f10b-4db2-8bb2-ca4abe1c3d80,1986.0,,,United Kingdom,iOS
63454dc3-63d8-4c9d-a5df-379b5fd88d28,1983.0,,,France,iOS
30aef20f-71f7-4e6b-bcb4-4e1876b8b5c4,1992.0,63.0,173.0,Finland,iOS
e25cf13f-8ad9-43c8-8c6e-f4b5e2fbbd6f,1996.0,,,United Kingdom,Android
84e81d1d-c207-439e-8682-df86ed4e8ba0,1997.0,,,India,iOS
2a87e4dd-15a7-4028-987c-15fc2774ed9c,,,,United States,Android
0c868c9a-172b-4e31-a6d0-602ffba2912a,1985.0,89.0,162.0,Brazil,Android
4de2c737-6305-4e16-9385-34bbe7b4e89f,1999.0,48.0,155.0,France,iOS
a6085f86-7a58-4c37-89e3-4ad7b11496c3,,69.0,171.0,United Kingdom,iOS
a9a35320-2b10-4004-8c39-d8e40f396641,1990.0,,179.0,Switzerland,Android
cf5e76c2-f6f3-4a35-aff4-de2faefd13dc,1997.0,75.0,149.0,Ecuador,iOS
7744d736-b13f-43c7-9ff5-1302f7cf268c,,44.0,165.0,Brazil,iOS
7fc4bd2b-5884-4943-847e-81bc47c658b0,1994.0,63.0,161.0,Colombia,Android
d35bce76-db56-4f2c-8e17-cae93316f88c,1997.0,56.0,153.0,Mexico,iOS
f3b1e2c5-b3b8-4aa3-b191-d0ded6113142,,,,United Kingdom,iOS
0be95b2c-5a84-4a39-b0a6-cfa3a7581afd,1997.0,63.0,164.0,Italy,Android
2c420423-1872-41ad-a428-1105db803ba3,1985.0,55.0,165.0,Austria,iOS
6d403a9f-0b48-423b-98bb-23368870db91,1998.0,41.0,151.0,Philippines,iOS
a8df0bd7-1eec-422a-9372-1cd820e61431,1997.0,64.0,163.0,United States,Android
720c5311-a7aa-4c17-8f87-2d88ce2d74dc,1971.0,,,Australia,iOS
69c37c63-4736-4afa-8629-b41cddcfa9af,1987.0,53.0,158.0,Denmark,Android
58f8c7d4-11e6-4ef3-a914-2f6381d559fe,2004.0,41.0,173.0,United States,Android
ab8cd975-53c1-443b-b645-1da37d66122b,,,,Philippines,iOS
e0bf5a99-f3f5-453f-82ab-afc448ed63f1,2003.0,73.0,165.0,United States,iOS
b1a91c1e-e188-4017-b5a6-163bf278a6da,1999.0,87.0,161.0,United Kingdom,Android
72faa9d4-add0-4203-a6a6-3cdd8ca25729,1997.0,57.0,160.0,United States,iOS
ba601c58-c671-44df-b9d3-3b84fe497e47,1987.0,49.0,160.0,Colombia,iOS
8f0b6bcc-a31a-4793-be7b-64423adf1efc,1979.0,41.0,181.0,India,Android
72e38272-4eca-42e4-8c53-635cd703cca5,2002.0,,,Italy,Android
5f8947e1-b1f1-4360-8527-8960d334b369,2002.0,,,United States,iOS
da3ab42b-31f2-4ae0-aa95-7a81bd169e43,2004.0,51.0,161.0,Mexico,iOS
7099437b-54b4-4029-b15c-d52823086af1,,,,United States,iOS
04315166-10bc-4234-96e4-bfd63c1cbe9b,1991.0,70.0,173.0,United Kingdom,iOS
9458d663-fcca-4f97-bcd3-c72b2943989b,1992.0,64.0,143.0,United States,iOS
72051ec3-89f3-4528-9b4a-cc3f68c00cb8,2000.0,61.0,163.0,United States,Android
bb682ef6-984a-466e-9a32-8b90db83f668,1995.0,,,Guatemala,Android
95599e31-4205-4ceb-830e-310fef225e6f,2001.0,66.0,159.0,Mexico,Android
d99398d1-470d-4899-be0e-3ef9062cb4db,1996.0,47.0,150.0,United States,iOS
352ffeb4-f77f-4b70-8672-cd383ebb4af5,1997.0,72.0,155.0,Mexico,iOS
225aba0b-f4a7-4a1e-ae97-f544fb075293,,,,Mexico,iOS
f35742a1-e6d4-417c-920e-2c25fdf84873,2003.0,40.0,170.0,United States,Android
7676a523-c9b7-4e96-881c-cb79057284f7,2003.0,70.0,163.0,United States,iOS
d3a2b346-dfcc-4c7f-bfa5-edf994ee0b25,1995.0,60.0,169.0,Brazil,iOS
68d7451a-c8a7-4ad2-8216-6b2c41af41bd,1995.0,58.0,174.0,Mexico,iOS
cd794906-be01-485d-a6af-7f7ba9230f46,1998.0,,,Mexico,Android
e0e7c5cf-972d-40f2-85c0-d6120e9289ba,2002.0,,,United States,iOS
2e1955b3-b5e1-4b01-ac55-a203611ed1fa,2001.0,56.0,170.0,United States,Android
5968dbe2-8d4f-413f-b456-959bd1a7c8e6,1996.0,57.0,157.0,Colombia,iOS
a9249d00-8c7f-41a5-a706-023280a4143e,,,,United Kingdom,iOS
6384b954-859b-40d5-80cf-9cb21ccd3a68,1997.0,,,Poland,iOS
93c1a8c2-81d7-49f2-a5fa-940405416b57,1996.0,84.0,157.0,Spain,iOS
f2e1021f-cf90-4d29-a756-8c273c04fdfa,,61.0,164.0,Germany,Android
ce748771-5f0d-4e8d-8211-2385d9de1903,1994.0,57.0,151.0,Philippines,iOS
d564f6e5-9096-4591-a7ec-502dc5889580,2000.0,50.0,152.0,Brazil,Android
9e6ac3e8-41d8-4217-a4bc-7e0041da0537,1990.0,40.0,161.0,Mexico,iOS
10750887-3e1f-4893-92cc-8f7ed1298a98,1997.0,,165.0,France,iOS
3b5defc8-bc01-4699-8693-c578fb42aabf,,,,United States,Android
3a4cb1ac-c61b-430d-a096-4e57ab604d5d,1997.0,77.0,146.0,Spain,iOS
e3823dc9-4cc4-4952-8e52-883b28186ffd,2000.0,39.0,148.0,United States,iOS
fbea733e-bdfd-42dc-8d89-0c355e433813,2001.0,80.0,163.0,United States,Android
20f6d26b-a565-4d4c-8d51-9f363694485f,1995.0,53.0,151.0,Brazil,iOS
02320159-2e29-4f35-96ec-6c23a720ab1f,,,,United States,Android
556f2857-ddea-480a-8689-d57d9f791172,2001.0,71.0,176.0,Singapore,Android
545f4ed3-d256-4c21-91a1-8200952ec638,2000.0,61.0,179.0,Colombia,iOS
ba09c802-d41e-4ab9-bd27-370164ba1e2e,2003.0,58.0,176.0,United States,iOS
5d737021-e64c-4d46-83dd-b305f3c41ca8,1993.0,68.0,152.0,Hong Kong,iOS
f3308c5d-9241-460a-93c9-0a7f003f860a,1984.0,,,United States,Android
4b67a4ab-13bd-4bb2-9c31-4d05fd1f8862,1977.0,,,United States,iOS
a407e56d-84bb-4f5b-bd2f-b026eead70c9,1998.0,59.0,152.0,Brazil,iOS
091c1fdc-5b8b-4735-8b26-49886a67ea80,2002.0,61.0,161.0,Peru,iOS
4f910cb4-3f70-4e40-b73d-cd6e12a77520,1996.0,57.0,168.0,Russian Federation,iOS
e9c8bbe9-863a-4060-838c-d14faded1cf4,1997.0,44.0,163.0,United States,iOS
eccc8196-99d4-4462-9cec-8ff7095d13a9,1991.0,,,Brazil,Android
f9f0a26c-15bb-475a-a7f1-115b61512f57,1972.0,55.0,158.0,United States,Android
ffb162d5-a0b6-4a82-8a66-b63c6f236a48,2002.0,,,United States,iOS
58daa1e7-d633-4f55-a2e6-8e79c56b5ee2,1990.0,58.0,140.0,United States,iOS
45ff4867-e272-4b1a-ac55-90dc673d0a22,1981.0,49.0,155.0,United Kingdom,iOS
3d415984-c7b9-44cd-9e69-247a664b0e70,1989.0,41.0,154.0,Saudi Arabia,iOS
6fce3403-238b-41b9-8c70-fe1aa17ef3f2,1994.0,76.0,170.0,Germany,iOS
cd147151-efbf-4964-a2b1-608a149d9a7a,1987.0,,,Japan,Android
bcdc3307-65cf-410e-8e31-fcd91623fd57,1989.0,63.0,156.0,Italy,iOS
1be4f3ac-bf8a-41b9-80b4-e9da6d728a48,1992.0,,,United Kingdom,Android
c7c646b7-001f-4fa5-a8c2-c2423146f2ae,1996.0,,,Brazil,iOS
bbb12221-4270-4328-9131-bb068d7d9792,2002.0,44.0,157.0,Chile,iOS
d94b968c-d486-4ae0-bc41-18b19523938d,1996.0,51.0,150.0,Spain,Android
66adacf9-0bd6-4627-b9ff-fd9cfcddc577,2002.0,,,Spain,Android
7f320ca9-6af1-465c-8e84-1fe359bb1c2d,1991.0,84.0,182.0,Mexico,iOS
df4f4856-f842-4b2e-87a1-7e629eecbfc3,2001.0,,,United States,Android
25b87ebd-1ac1-4b6b-ad25-45e6e840fce3,2003.0,,,Chile,iOS
5eac2143-ed98-4441-bc9e-21ec8e04d584,1978.0,51.0,159.0,United States,iOS
e522cedb-11be-4e40-99fa-0e532755e368,1993.0,66.0,183.0,United States,iOS
9bb61671-568c-442d-b846-ef941d8d7b7a,,,,Brazil,Android
40d24589-ea40-40da-a206-d28401840000,1979.0,,,Canada,Android
6594d672-e5ac-4df1-bfe1-614d6ceb8191,1994.0,79.0,188.0,United States,iOS
a43a6f25-ed48-40af-868a-550870b6942a,1989.0,46.0,154.0,Ecuador,iOS
ff0abfcd-e99b-4705-81a4-4bd36174c322,1993.0,65.0,161.0,United States,Android
95b738ec-1e0b-4e01-9d67-248ab617d61e,2001.0,,,Spain,iOS
e414e03f-1271-45f9-a0f2-4ce236e3e02f,2001.0,61.0,182.0,Denmark,Android
a3e064ea-188e-452d-85d1-4c3bf9db83eb,2001.0,72.0,163.0,Australia,iOS
533682b9-092a-4779-823e-142659f37064,,,,Colombia,iOS
3ee33092-61c6-4827-9cf4-57deacbd8f86,1996.0,39.0,150.0,Japan,iOS
13c0aff7-48e5-45f7-96e7-de58d39ca4fd,1996.0,,158.0,Ecuador,iOS
c6edf11c-556c-4071-a0a9-65a94f9b30a9,1999.0,67.0,168.0,Mexico,Android
89716aba-6577-4b52-ba68-a534a20aee69,2003.0,,,Colombia,iOS
6dc5d7da-48b3-4cb9-b515-d835217f3543,1999.0,,,United States,iOS
54ef0a43-952a-4f72-b406-bdd1687b4687,,,,Ireland,iOS
98a48966-3322-45e1-8b99-afb4df64846c,1992.0,,,Brazil,Android
2c7cc6d6-fd36-4e90-bba3-2f36fb6b497b,2001.0,44.0,177.0,United States,Android
f61e9c65-512c-40fd-8898-bd46ad6aae9d,1999.0,,,Jordan,Android
6096ce57-eb48-4e6f-85fd-0433f4918f3a,,,,United States,iOS
ffb292f9-6ef5-495d-9efb-7ca1a6fe0665,1997.0,67.0,174.0,United States,iOS
7cc902c2-f2e8-494c-a6bc-9167a6037632,1997.0,74.0,166.0,United States,iOS
543f8b1c-d75c-42bc-b2d8-28e250f5f23a,2001.0,,,Brazil,Android
94a1587a-23a6-4743-ad74-acdad3bfc4d4,1998.0,,,Sweden,iOS
bc7d6d1d-6111-47b3-8eb7-bd3930d550fd,1980.0,97.0,161.0,Russian Federation,Android
6ed06eee-ae6e-43a6-a8f4-31819a740dd1,,50.0,175.0,Italy,iOS
8fda223f-1771-4dde-9036-7d82845037b7,1996.0,49.0,170.0,Colombia,Android
15fa0e79-08f3-4076-8001-164d24cbb1cc,1984.0,,,United States,iOS
be68fa48-bec9-4b54-852d-56397f442f1d,1972.0,,170.0,United States,iOS
ea45973a-a11f-4c86-9622-f07201762c83,1978.0,88.0,151.0,Canada,Android
644358a2-7934-40ca-a2d4-7f386ee36efd,1985.0,95.0,155.0,United States,iOS
5cdb76c0-148f-4811-9174-62cee2924db1,1996.0,79.0,154.0,Italy,iOS
430bde92-54ec-495e-9f7e-e5441e1a1f8b,1983.0,100.0,177.0,United States,iOS
7e6a50ec-9dfd-49d8-b05f-51bf8558d30b,2003.0,,168.0,Brazil,iOS
474c66e1-dafb-4034-ab29-34afd7bc876a,1997.0,,,Chile,iOS
eff52028-5966-4f98-a7cc-b6f7c0dfcac8,2000.0,55.0,177.0,United States,Android
e402bc52-0929-4720-b203-3329e143eca0,2000.0,45.0,165.0,Belgium,iOS
4422f990-ca9f-4e7a-8e79-e519425acb10,1996.0,48.0,162.0,Serbia,iOS
f9dee4a7-ef1b-4b91-bdd4-f2a262060e5f,1994.0,67.0,171.0,Spain,Android
0fee9171-c752-4228-b0a9-b269241d8802,2001.0,44.0,147.0,Australia,iOS
14881124-666b-45a3-be58-ae122872fbac,2000.0,117.0,162.0,United States,iOS
4e326c0c-89c0-4c5e-976a-66001885dde5,1990.0,73.0,177.0,United States,Android
98145098-0bfe-4cbb-98a3-4027d44677e2,2001.0,,,United States,iOS
fabbe9cc-882a-44a7-b047-f4171ef0dbc5,1983.0,,,Kazakhstan,Android
66be774d-367c-4f54-8962-c1aeee0e2056,1970.0,,,Brazil,iOS
febc53a3-c551-4688-89a3-8cbc0e23c52b,2000.0,58.0,149.0,United States,iOS
09ad5d6f-8bd5-4ac1-b5e2-769bdaffd8d3,1995.0,,,Brazil,Android
64dfebcd-82e3-45bf-9a9f-174fae0b1be6,1986.0,,,Germany,iOS
ddc477a8-41d5-4c01-9e74-c31ba3be0d6d,1980.0,,,Poland,iOS
f47a231b-7506-45d9-a957-a9362db28c73,1996.0,99.0,155.0,Canada,iOS
094488d0-7105-46dd-a493-6ff2e04d4141,1999.0,64.0,167.0,Brazil,Android
4864a0b9-0f2b-436c-87b1-5f422f3854ba,1993.0,51.0,167.0,Costa Rica,Android
873fcd3d-e94d-47ac-bd94-25a933aedada,1995.0,49.0,156.0,United States,iOS
7838b0d5-71b6-4e85-be8d-39e21ce76fdb,1985.0,,,United States,iOS
44a409e5-80e5-48df-9e5a-9d45c3160763,1998.0,85.0,165.0,United States,iOS
9053498b-4e67-473f-9a21-85b145196f63,,,,United Kingdom,iOS
68aa950c-827d-4a83-af2a-9fcc235605d9,1989.0,,,Italy,iOS
9e60b29a-0b07-4d9c-926d-b6616b76ce70,1994.0,80.0,162.0,Denmark,Android
6984805a-4474-4e10-b6db-5f595456ce83,1999.0,,178.0,United States,iOS
44bcd9ea-0621-4bef-a115-fa306f603f7d,2003.0,,,Spain,Android
9cd8233a-5c80-4f5e-a8ed-7c34d32773c0,2003.0,39.0,155.0,United States,iOS
c31f8066-218e-4aad-90ab-94dd78cd98dc,2001.0,,,Germany,Android
39214944-f950-4641-83c4-fe659ebe5f38,1969.0,97.0,168.0,United Kingdom,Android
e4886463-f335-4397-8898-42de9e202e73,2001.0,66.0,140.0,United States,Android
b7d85231-229f-48f4-b852-384eebc6e15e,1972.0,76.0,170.0,United Kingdom,Android
8847a85b-1e8c-424e-a2c0-96e8bd74f00b,1994.0,47.0,156.0,United States,iOS
f052ede2-5643-4c19-87cb-3adf14354922,1982.0,62.0,149.0,South Korea,Android
93df585d-6075-4d0a-ac70-63b168756b10,1993.0,,,Turkey,Android
54156bd4-bebf-4eba-a1a0-42cfd1da40b0,,,,United States,iOS
6241a2bf-3287-4a5b-b86d-9f3c25dbf6c7,1994.0,88.0,148.0,United Kingdom,iOS
93c0c512-f075-42c9-81f2-cfedc04a7835,1986.0,77.0,158.0,Spain,iOS
4b7c59af-1728-4e90-8804-0df3f6ab1678,1975.0,63.0,158.0,United Kingdom,Android
5167031b-0ae3-4d09-a224-2642d31391d7,2003.0,,,Mexico,iOS
56a3c1f7-6523-4687-87b7-13e17e763795,2000.0,74.0,157.0,Brazil,Android
68f8dbad-738a-42c5-9940-08ae675ba1a3,1996.0,,,France,iOS
ea8d754a-d739-4185-ae91-b7b86c2a7368,1987.0,92.0,175.0,United States,iOS
b2678f85-cc95-4de2-8767-60fe360bd001,1990.0,75.0,164.0,Brazil,iOS
c2da79ed-895e-4b41-8719-bf3b24d2ece0,1985.0,94.0,165.0,Puerto Rico,Android
39165f19-ecbd-4e71-9836-904fe7d346b1,,,,United Kingdom,iOS
f539192c-95b0-4b81-9f9d-81679bd27912,,,,United States,iOS
97bb378a-3498-4a64-b967-3af8829cb278,1990.0,76.0,152.0,United States,Android
a14db205-72d2-403b-8e3a-0db8ca152e62,1997.0,,,Spain,iOS
1c68a3ab-ccac-4057-8b9d-e40a40397921,1996.0,,,Chile,iOS
65cb72f9-088d-401e-b774-3138b337e514,1997.0,37.0,161.0,Canada,iOS
c4da40f3-a898-473f-bfa1-3345eae1a99b,2002.0,,,Mexico,iOS
61a98c4e-9bcb-44c5-983b-461ef18ff90d,1998.0,61.0,168.0,France,iOS
3f1dfeed-2707-4857-b6d6-0bc544afb0af,2001.0,48.0,164.0,France,iOS
c9b73b1e-d759-4aee-8b3d-9ba61920fc59,1996.0,57.0,,United Kingdom,iOS
008b25ae-a1dd-4049-adb6-3c2d4fe7391e,2000.0,54.0,160.0,Colombia,Android
cc02eb83-dc83-44ff-8c03-a722a2c7a2ed,,,,Russian Federation,iOS
39a9df01-ecc3-4fab-af60-785dee66598e,2000.0,53.0,,United Kingdom,iOS
9cf044f4-743d-436f-a6f1-7b4747557710,1992.0,60.0,175.0,Serbia,iOS
0a868ca9-603d-4757-a953-ff3ccec6cf41,1992.0,,,France,iOS
08ef4613-59d2-408c-8ede-f1e07a80c2fa,1998.0,91.0,156.0,United States,iOS
8271aca4-4f35-4c42-b9e4-7021dc107f06,1993.0,,149.0,United States,iOS
930cd1eb-3160-401c-b345-fe1adeb693c2,,,,Mexico,Android
91e181be-72a5-43e5-82dc-9f9a6d7bfc76,1998.0,61.0,178.0,Germany,iOS
114ac3c0-399b-4397-9d09-bf7ea5350ae4,,,,United States,iOS
e3cefc73-5844-4c9e-802e-3a23f5a07448,1981.0,50.0,165.0,Mexico,iOS
b587cccc-ceda-46cd-87d4-9b57d472cd91,2002.0,79.0,161.0,United States,iOS
9cc26f16-8ff7-4e32-8fbb-f5f873d06031,1985.0,,,Colombia,iOS
5e663d1c-3f3c-4138-8b13-da1ee0774e19,2004.0,55.0,163.0,Italy,iOS
41b20ec1-4e64-47f1-9496-ad4c3cdf0326,1983.0,,,United States,iOS
05a6d295-4fa3-4ea9-b0dc-b858acb5c46e,1996.0,,,Mexico,Android
6f615351-ff7a-4047-94ff-3b9e3e7c5ad1,1990.0,53.0,169.0,United States,Android
4b42cc20-b127-4224-b0db-55c15114626e,2002.0,,,Germany,iOS
58aa1d84-b7e7-4d57-8f20-dd065577a10f,1997.0,66.0,176.0,China,iOS
616fa245-fbbd-4a97-84e5-d63dd7eecac8,1997.0,75.0,145.0,Russian Federation,iOS
ba707dcc-5635-407b-aab1-5ee0f5053dcd,2004.0,81.0,,United Kingdom,iOS
19a17e9f-4759-44e6-8cae-639bdbad2904,2001.0,64.0,168.0,United States,iOS
769981bf-e2ba-470c-81c2-c50c75d59a72,1999.0,,,Spain,iOS
ffa8bdda-3e6c-478e-8e0a-64b58bb2b93d,,,,United States,iOS
cb824852-91e0-43c3-98c1-109b558f490e,1977.0,87.0,163.0,Germany,iOS
a405a011-4097-42dd-89c9-4d379e129095,,,,United States,iOS
f4bf450e-2d35-4373-9162-db09ad1a74a2,2000.0,81.0,162.0,Mexico,iOS
03334c17-0db3-45a6-a89b-e1774baec270,1983.0,,,United States,Android
5c003663-b215-4d50-b523-e55c79edeeb1,1993.0,64.0,146.0,Canada,Android
383d4ab1-3219-4fe2-8a83-9c5de3f97c88,2003.0,,,Austria,iOS
89a93ccf-ee2e-42db-928a-d1a0ad1d7623,,,,United States,iOS
a54f5118-6dfd-4bc5-950c-f4bcb1a43a03,1973.0,63.0,174.0,United States,iOS
8c49f926-a05f-489f-9cb7-7ffc539fcb7b,1998.0,53.0,152.0,United States,iOS
8478cbfa-2ffa-4ee6-8dc7-5179ac105365,2000.0,36.0,153.0,Lebanon,iOS
bdf09b03-dccb-42ae-95c7-527615e71a39,2000.0,67.0,167.0,Colombia,iOS
5f8ae1e5-2928-4d54-ac97-641c4401b97f,,,,United Kingdom,iOS
b59a2b76-c5e7-473c-ad1f-658a58ddf28d,2001.0,,,Colombia,iOS
c7658856-20cf-412d-84b9-b4ab425d8d48,2002.0,54.0,170.0,Italy,iOS
c85ed943-5fe4-4b9d-8af4-54fb4190b66b,1982.0,59.0,154.0,China,Android
8b330fce-6d44-42ac-af97-0011656d02b7,1999.0,46.0,165.0,Romania,iOS
a610662f-ac0a-4267-828f-8f76f8b4044a,1999.0,53.0,155.0,Colombia,iOS
f9c19a84-6088-40f7-a96b-a2b9ca56233c,2004.0,52.0,164.0,United States,iOS
042e008c-0f75-49f4-8892-f169d0ce18e6,1997.0,60.0,149.0,Guatemala,iOS
740b26d7-b33c-439c-b775-69d98ac4c801,1982.0,72.0,162.0,Germany,iOS
9b15d172-1cb0-4736-aee3-f525866a2e2f,1999.0,90.0,175.0,United States,iOS
a58ee28b-d58a-4e48-b201-f046905a6d54,1995.0,58.0,172.0,United Kingdom,iOS
9fc92ca0-6ae5-4f37-8df6-752cca01690c,1986.0,,,Bolivia,iOS
6c054ec9-8de8-42ed-bb80-b253d1dab514,,51.0,167.0,United States,Android
f6e8d70f-7eed-4a7d-b927-7885a1a849e9,1999.0,64.0,154.0,United States,Android
e4161573-ca6d-4f88-89d2-c65d07dd8e5f,1999.0,,,Germany,Android
aaee56b9-2e76-4e1e-9a4d-161e17b334fb,1999.0,54.0,158.0,United States,iOS
5c982c88-fea6-4f70-86ad-b9b95f24b036,,,,Brazil,iOS
